id,nome,cpf,dt_nascimento,nome_responsavel,matricula,dt_matricula,email,tb_curso_id
2003,Beatriz da Cunha,5658849449,1997-11-25,Giovanna Mendes da Rocha,488557,2023-05-01,beatriz_da@mail.com,1
2004,Miguel Monteiro,90672625679,1996-07-25,Heloísa da Mata Santos,702163,2023-08-13,miguel_monteiro@mail.com,6
2005,Kamilly Costela,56114311869,1985-08-09,Alana da Rocha Nascimento,580797,2020-06-03,kamilly_costela@mail.com,1
2006,Daniela Cavalcanti,75239440293,1996-06-28,Isis Dias Fernandes,352375,2020-04-02,daniela_cavalcanti@mail.com,2
2007,Alexia Cavalcanti,81679376520,1994-10-09,Maria Eduarda Cardoso Campos,313997,2020-11-09,alexia_cavalcanti@mail.com,3
2008,Pietro Cardoso,24569285089,2000-07-18,Thomas Cunha Moraes,667441,2019-05-24,pietro_cardoso@mail.com,6
2009,Vitória Jesus,48626143366,1999-01-26,Ana Beatriz Fogaça Castro,665431,2021-08-27,vitória_jesus@mail.com,1
2010,Emilly Rezende,17344924892,1990-03-30,Maitê Nunes Moraes,54318,2023-03-21,emilly_rezende@mail.com,3
2011,Alana Oliveira,16756899156,2003-05-03,Caio Pinto Gonçalves,465542,2022-07-22,alana_oliveira@mail.com,2
2012,Lucca Farias,33003888523,1985-02-17,Kevin Dias Araújo,613795,2019-12-01,lucca_farias@mail.com,3
2013,Gabriela da Cruz,51564954753,1992-08-25,Ryan Gonçalves Caldeira,272779,2022-12-15,gabriela_da@mail.com,4
2014,Camila Nogueira,77324104192,1995-12-24,Raquel Nunes Pereira,953052,2020-10-05,camila_nogueira@mail.com,2
2015,Cauê Mendes,15319954117,1995-03-21,Vicente Castro Freitas,362420,2023-10-21,cauê_mendes@mail.com,2
2016,Kaique Pinto,33745570983,2005-06-20,Daniela da Conceição Nogueira,258070,2023-05-25,kaique_pinto@mail.com,6
2017,Stephany Pinto,89172867985,1993-11-01,Giovanna da Luz Ramos,645056,2023-04-24,stephany_pinto@mail.com,5
2018,Isabel Mendes,77460573655,1990-04-22,Gustavo Henrique Mendes Oliveira,222472,2023-11-17,isabel_mendes@mail.com,5
2019,Fernanda Duarte,10933193755,1997-12-08,Sarah Farias Farias,286877,2021-04-03,fernanda_duarte@mail.com,2
2020,João Felipe Cardoso,85984357759,1990-02-08,Breno Caldeira da Conceição,88865,2019-10-20,joão_felipe@mail.com,1
2021,Olivia Rodrigues,88353884806,1991-04-30,Maria Julia da Costa Freitas,108253,2021-02-20,olivia_rodrigues@mail.com,4
2022,Enzo Rezende,40312798207,1990-05-03,Sophie Cardoso Carvalho,193689,2020-03-24,enzo_rezende@mail.com,3
2023,Pietro Castro,84549051084,1986-07-07,Bruna Ribeiro Costa,995896,2019-10-19,pietro_castro@mail.com,1
2024,Ana Luiza da Luz,61790694356,2004-03-16,Vicente Moraes da Mota,228915,2019-01-11,ana_luiza@mail.com,6
2025,Paulo Nunes,91215093994,2005-02-06,Ana Clara Rodrigues Duarte,922366,2023-10-25,paulo_nunes@mail.com,6
2026,Daniel Cavalcanti,83711327815,1990-12-21,Enzo Gabriel Rocha Gonçalves,427805,2022-10-25,daniel_cavalcanti@mail.com,6
2027,Maria Luiza Nascimento,48318563819,1986-04-14,Ian Campos Cavalcanti,314334,2019-12-27,maria_luiza@mail.com,3
2028,Pietro Sales,62864137396,1989-01-23,Rodrigo Costela Cavalcanti,862870,2019-06-22,pietro_sales@mail.com,4
2029,Lívia Caldeira,21039226946,1986-04-21,Sofia da Cruz Pinto,426286,2020-06-12,lívia_caldeira@mail.com,5
2030,Diego da Rosa,74965317793,1985-05-14,Pietra Duarte Peixoto,726775,2019-12-13,diego_da@mail.com,1
2031,Guilherme Almeida,51021824831,2002-09-01,André Sales Barbosa,189852,2023-01-07,guilherme_almeida@mail.com,5
2032,Rebeca da Conceição,18141253974,1988-01-02,Brenda da Mota Moura,678204,2019-05-19,rebeca_da@mail.com,4
2033,Maria Alice da Costa,87131415304,1987-10-09,Thomas Castro Dias,857244,2022-12-31,maria_alice@mail.com,5
2034,Ana Sophia Teixeira,24614365380,1985-02-26,Diego Araújo Duarte,569588,2021-09-14,ana_sophia@mail.com,2
2035,Nathan Nogueira,47933195011,1991-02-25,Lorena Teixeira Pereira,339966,2021-07-06,nathan_nogueira@mail.com,1
2036,Laura Porto,3178299775,2002-03-28,Sophia Viana Silveira,51382,2023-04-30,laura_porto@mail.com,2
2037,João Vitor da Rocha,18467748035,2000-05-31,Sophia Pereira da Mota,393500,2021-11-11,joão_vitor@mail.com,5
2038,Maria Julia Lopes,60312314006,1999-10-22,Raul Gonçalves Castro,601229,2020-06-27,maria_julia@mail.com,1
2039,Noah Jesus,96251812478,1990-04-11,Gustavo Henrique das Neves Alves,418453,2021-04-15,noah_jesus@mail.com,1
2040,Ana Júlia Monteiro,76793177844,2002-06-03,Maria Clara Ribeiro Moraes,478431,2022-05-16,ana_júlia@mail.com,1
2041,Davi Alves,33722724494,1984-08-29,Vitor Gabriel Porto Jesus,722585,2022-01-09,davi_alves@mail.com,3
2042,Larissa Silva,55780842109,1984-11-30,Pedro Lucas Farias Rezende,163276,2021-09-24,larissa_silva@mail.com,1
2043,Alexia Costela,49935436872,1998-12-14,Milena Rodrigues Azevedo,754988,2022-11-14,alexia_costela@mail.com,5
2044,Nicolas Caldeira,57577439758,2000-10-07,Lara Novaes Fernandes,907133,2023-10-22,nicolas_caldeira@mail.com,3
2045,Vicente Vieira,59629701544,2002-10-17,Henrique Cunha Moreira,6433,2020-02-11,vicente_vieira@mail.com,6
2046,Calebe Almeida,62072206563,2004-03-26,Alícia da Rocha Silva,416556,2020-01-03,calebe_almeida@mail.com,3
2047,Mariane Moraes,55630023343,2001-05-07,Sophie Moreira Campos,796267,2019-02-16,mariane_moraes@mail.com,2
2048,Enzo Gabriel Gomes,49235431288,1986-12-21,Ana Júlia Araújo da Paz,886286,2020-12-25,enzo_gabriel@mail.com,3
2049,Benício Duarte,44400518648,2003-03-19,Enzo Gabriel da Costa Campos,278648,2019-01-28,benício_duarte@mail.com,1
2050,Ana Julia Novaes,54397364655,1997-06-25,Sophie Cardoso Jesus,482952,2019-05-07,ana_julia@mail.com,5
2051,Letícia Lopes,99355970989,2002-07-21,Luiz Miguel Costela da Mota,322557,2021-06-28,letícia_lopes@mail.com,3
2052,Maysa Nascimento,28045864879,1999-03-08,Evelyn Cardoso Lima,5650,2021-05-05,maysa_nascimento@mail.com,2
2053,Alexia Nascimento,26826396300,1984-02-21,Rafael Freitas Caldeira,746290,2023-09-29,alexia_nascimento@mail.com,5
2054,Ana Júlia Viana,28830353923,1997-12-08,Luigi Cunha Rocha,357051,2022-08-08,ana_júlia@mail.com,1
2055,Kevin da Luz,28211005602,1996-11-21,Maysa Fogaça Cavalcanti,388558,2021-07-27,kevin_da@mail.com,6
2056,Bruna Cunha,93326662051,1998-05-26,Rodrigo Fernandes Pinto,742478,2022-04-08,bruna_cunha@mail.com,3
2057,João Miguel Nogueira,84972173188,2001-02-06,Luiz Fernando da Mata da Costa,16922,2019-06-12,joão_miguel@mail.com,3
2058,Thiago Peixoto,75004628506,2001-01-09,Thomas Moura Cunha,234556,2020-03-01,thiago_peixoto@mail.com,4
2059,Henrique Gomes,59236525254,1993-12-03,Gabriel Sales Cardoso,498879,2020-10-17,henrique_gomes@mail.com,5
2060,Maria Clara Costela,87509171135,1990-07-29,Laís da Mata Alves,330950,2023-09-26,maria_clara@mail.com,4
2061,Gabriel Alves,27087924871,1990-06-13,Brenda Jesus Freitas,13002,2019-05-31,gabriel_alves@mail.com,4
2062,Danilo Aragão,18867059299,1986-10-12,Davi Lucca Cavalcanti Gonçalves,130083,2019-03-11,danilo_aragão@mail.com,3
2063,Gustavo Henrique Rodrigues,14904534889,1998-07-10,Maria Eduarda Silveira Nogueira,941868,2020-01-19,gustavo_henrique@mail.com,6
2064,Marcela Pinto,88230777448,1994-09-04,Igor Rodrigues Silva,953438,2021-12-14,marcela_pinto@mail.com,6
2065,Gabriel Cardoso,40597404479,1984-11-16,João Miguel Costela Santos,771910,2019-11-19,gabriel_cardoso@mail.com,2
2066,Guilherme Peixoto,85341476563,2004-02-06,Murilo Martins da Mota,429220,2020-01-11,guilherme_peixoto@mail.com,5
2067,Ana Vitória Pereira,6064999996,2002-03-31,Eloah Correia da Cunha,73,2019-10-28,ana_vitória@mail.com,1
2068,Laís da Mata,26626262113,1991-01-18,Sarah Costa Pinto,338593,2020-07-30,laís_da@mail.com,2
2069,Ana Vitória Silva,74464782133,1991-06-08,Ana Júlia Caldeira Fogaça,382110,2022-10-22,ana_vitória@mail.com,1
2070,Ana Carolina Vieira,25297033779,2001-11-20,Maria Alves Araújo,513051,2021-10-10,ana_carolina@mail.com,6
2071,Ana Sophia Nogueira,54372789020,1986-01-07,Nina das Neves Pereira,782444,2022-04-16,ana_sophia@mail.com,5
2072,Thales das Neves,72744384989,1989-11-23,Evelyn Porto Barbosa,45489,2021-12-24,thales_das@mail.com,6
2073,João Lucas Pereira,23329333861,2000-06-16,Cauê Ribeiro da Conceição,291108,2023-06-09,joão_lucas@mail.com,5
2074,Kamilly Almeida,64180552200,1988-07-18,Davi Lucas Moura Carvalho,892654,2022-03-29,kamilly_almeida@mail.com,5
2075,Isabelly Sales,94591652758,1993-10-03,Emilly Ferreira Rezende,503757,2020-06-28,isabelly_sales@mail.com,2
2076,Nicole Duarte,52426317648,2004-05-27,Rebeca Gomes Ferreira,533036,2021-09-14,nicole_duarte@mail.com,1
2077,Maysa Santos,92631247197,1985-04-16,Yasmin Barbosa Caldeira,897871,2023-11-10,maysa_santos@mail.com,4
2078,Luiz Otávio Oliveira,35099936443,1987-06-14,Cauã Lopes Fernandes,467487,2021-10-18,luiz_otávio@mail.com,2
2079,Fernanda Moreira,80232695618,1992-12-09,Maria Luiza Farias Carvalho,700572,2022-11-05,fernanda_moreira@mail.com,3
2080,Bernardo Azevedo,20483729970,1985-08-16,Maria Clara da Cruz Costela,66076,2018-11-28,bernardo_azevedo@mail.com,4
2081,Isabel Rocha,54293704388,1996-01-08,Igor Peixoto Jesus,959603,2023-08-29,isabel_rocha@mail.com,5
2082,Mariane Moura,29209371650,1994-02-22,Isis da Mata das Neves,945089,2022-08-05,mariane_moura@mail.com,6
2083,Enzo Gabriel Rocha,56481754517,1990-07-21,Henrique Pires da Cunha,139024,2019-06-28,enzo_gabriel@mail.com,6
2084,Maria Sophia Cardoso,61488859305,2004-01-18,Noah Lima Moraes,243444,2023-10-31,maria_sophia@mail.com,1
2085,Gustavo Henrique Souza,20351555158,1991-08-09,Bernardo das Neves Santos,502912,2020-09-14,gustavo_henrique@mail.com,6
2086,Raquel Freitas,45039969079,1993-04-12,Isabelly da Rocha Jesus,765187,2019-06-07,raquel_freitas@mail.com,2
2087,Bianca Silveira,84883124972,1996-08-02,Camila Pereira Freitas,780681,2021-03-08,bianca_silveira@mail.com,4
2088,Davi Lucca Silveira,90345932548,2004-12-03,Laís Martins da Mata,184940,2022-01-11,davi_lucca@mail.com,5
2089,Larissa Carvalho,8870649555,2001-05-08,Marina da Mota da Costa,582895,2023-08-06,larissa_carvalho@mail.com,5
2090,Luigi Ribeiro,92196090,2004-03-26,Pedro Miguel da Paz Ribeiro,491666,2021-07-03,luigi_ribeiro@mail.com,1
2091,Lorena Cardoso,8029285661,2001-07-03,Bruna Gonçalves da Mata,741982,2020-07-14,lorena_cardoso@mail.com,6
2092,Maria Luiza Viana,43335992269,1992-10-17,Ian Oliveira Pires,248768,2021-03-27,maria_luiza@mail.com,2
2093,Isadora Lima,27301802951,2000-01-20,Cauê Nascimento Gomes,379202,2021-09-16,isadora_lima@mail.com,1
2094,Larissa Barros,20373539474,1992-02-12,Gabriela Fernandes Duarte,512739,2022-05-01,larissa_barros@mail.com,2
2095,Rodrigo Teixeira,29884195979,2001-04-21,Sabrina Monteiro Costa,419882,2022-04-28,rodrigo_teixeira@mail.com,6
2096,Stella Alves,47528207235,1993-05-13,Murilo Moraes Gomes,872947,2020-10-30,stella_alves@mail.com,5
2097,Brenda Ramos,78664473643,1992-03-19,Mirella Nunes Cunha,911285,2019-08-29,brenda_ramos@mail.com,6
2098,Eduarda Ribeiro,66342714958,2003-12-07,Yago Barbosa Martins,543816,2019-06-09,eduarda_ribeiro@mail.com,6
2099,Isabella Melo,95943645646,1994-07-18,Rodrigo Dias Santos,375148,2020-10-27,isabella_melo@mail.com,4
2100,Ana Beatriz Moraes,39407261221,1991-01-28,Thiago Moraes Monteiro,454921,2023-06-27,ana_beatriz@mail.com,3
2101,Nicolas Gonçalves,14187309826,2000-05-07,Evelyn Santos Mendes,265522,2023-07-29,nicolas_gonçalves@mail.com,2
2102,Isaac Azevedo,76460450600,1989-10-29,Isabella Castro Souza,158900,2022-02-05,isaac_azevedo@mail.com,6
2103,Maria Vitória Jesus,20961851308,1996-04-11,Heloísa Caldeira das Neves,653910,2019-05-01,maria_vitória@mail.com,4
2104,Natália Ferreira,56535757233,2001-05-16,Luiz Otávio Ribeiro Ramos,433347,2020-09-28,natália_ferreira@mail.com,5
2105,Cauã Ribeiro,73523141960,1984-03-15,Maria Luiza Fernandes Freitas,364431,2021-07-15,cauã_ribeiro@mail.com,5
2106,Isadora da Cunha,85513793090,1986-11-05,Pietra Monteiro Melo,222319,2020-06-29,isadora_da@mail.com,1
2107,Isabella Barros,23234398208,1995-03-19,Kevin Cavalcanti Costa,794069,2020-07-04,isabella_barros@mail.com,3
2108,Marcela Gonçalves,75426772856,1991-09-03,Raquel Campos das Neves,824074,2022-05-12,marcela_gonçalves@mail.com,3
2109,Nina Araújo,67124680187,1996-04-26,Calebe Teixeira da Rocha,648457,2020-04-21,nina_araújo@mail.com,5
2110,Murilo Rodrigues,95697173979,2001-07-04,Gustavo Cardoso da Mata,896447,2019-12-21,murilo_rodrigues@mail.com,3
2111,Davi Luiz Costela,90681192577,1993-05-06,Emanuel Pereira Castro,607847,2019-03-16,davi_luiz@mail.com,3
2112,Clarice Cardoso,21240339074,2003-03-15,Sabrina Porto Peixoto,686575,2020-12-08,clarice_cardoso@mail.com,4
2113,Stephany Freitas,64034461245,1997-10-31,Guilherme Moraes Carvalho,619889,2020-08-06,stephany_freitas@mail.com,3
2114,Luiz Fernando Costela,17348997897,1988-12-20,Sabrina Ramos da Rocha,64417,2021-07-20,luiz_fernando@mail.com,5
2115,Laura Freitas,55320174359,1984-05-17,Maria Fernanda Castro Araújo,649999,2022-10-25,laura_freitas@mail.com,5
2116,Marcos Vinicius Fernandes,53570324302,1984-12-21,Gustavo Silveira Farias,327926,2021-06-21,marcos_vinicius@mail.com,3
2117,Antônio Correia,23523020696,1990-09-24,Leandro Castro da Conceição,297696,2020-06-07,antônio_correia@mail.com,6
2118,Kamilly da Luz,3294833050,1989-12-24,Ana Júlia Martins da Conceição,494352,2021-03-14,kamilly_da@mail.com,1
2119,Julia da Costa,97006884569,1991-06-01,Manuela Santos Castro,85586,2022-06-10,julia_da@mail.com,5
2120,Marcela Porto,79203219252,1984-12-21,Alexandre Caldeira Pires,520797,2020-09-09,marcela_porto@mail.com,3
2121,Vicente da Luz,23931172319,1989-04-19,Miguel Viana Vieira,722948,2019-11-14,vicente_da@mail.com,2
2122,Luiz Henrique Duarte,80194605960,1984-02-22,Maria Alice Teixeira Rocha,459803,2019-01-09,luiz_henrique@mail.com,5
2123,Carolina da Mata,10178935749,1987-07-28,Davi Lucas Alves Moraes,840469,2021-06-27,carolina_da@mail.com,6
2124,Emanuelly Azevedo,17941089747,2004-06-20,Luiz Gustavo Silveira Gonçalves,266194,2020-12-09,emanuelly_azevedo@mail.com,1
2125,Rodrigo Cardoso,41334898822,1988-05-22,Breno Freitas Farias,921690,2022-10-15,rodrigo_cardoso@mail.com,4
2126,Gustavo da Costa,54448903110,1996-09-08,Giovanna Barros Caldeira,765636,2023-11-05,gustavo_da@mail.com,5
2127,Catarina Oliveira,21117340623,2002-01-03,Evelyn Nascimento Oliveira,100896,2022-07-06,catarina_oliveira@mail.com,4
2128,Sophia Nogueira,94319261650,1997-05-03,Alícia Melo Silveira,443247,2023-03-25,sophia_nogueira@mail.com,5
2129,Lucas Pires,45673639004,1985-10-31,Manuela Cardoso Lopes,551717,2022-04-06,lucas_pires@mail.com,6
2130,Mirella da Cunha,95744911885,1987-07-14,Kaique Farias Nascimento,442989,2023-05-27,mirella_da@mail.com,1
2131,Kaique Monteiro,11968258195,2000-06-26,Henrique da Conceição Duarte,511672,2019-02-15,kaique_monteiro@mail.com,6
2132,Calebe Ferreira,83127854416,1991-07-27,Sophia Duarte da Rocha,296465,2019-02-18,calebe_ferreira@mail.com,3
2133,Rebeca Correia,2124934637,2001-01-14,Vitor Freitas Pereira,722307,2023-08-24,rebeca_correia@mail.com,3
2134,Calebe da Cunha,58369991693,1995-11-05,Isabella Monteiro Fogaça,291252,2021-07-20,calebe_da@mail.com,2
2135,Beatriz Nunes,25734163322,1994-10-09,Isabel Lima Pinto,551008,2020-03-02,beatriz_nunes@mail.com,5
2136,Bruna Jesus,26855209760,1996-03-01,Thiago da Conceição Alves,592554,2023-10-11,bruna_jesus@mail.com,5
2137,Bruna Teixeira,36564872504,1996-02-21,Thiago Jesus Silveira,649607,2021-04-23,bruna_teixeira@mail.com,5
2138,Lucas Gabriel Nascimento,72937290927,1995-10-25,Giovanna Souza Moreira,413623,2022-02-10,lucas_gabriel@mail.com,4
2139,Maria Julia Nogueira,64525202115,1985-06-13,Calebe Rezende da Rosa,124772,2023-12-06,maria_julia@mail.com,1
2140,Bruna Ferreira,5011719696,1995-07-14,Heitor Moura Rezende,723030,2019-05-10,bruna_ferreira@mail.com,4
2141,Gustavo Souza,32853944810,1987-01-04,Júlia Carvalho Oliveira,974849,2020-04-22,gustavo_souza@mail.com,1
2142,Ana Júlia Alves,41663394205,2005-01-26,João Lucas Caldeira Rocha,977783,2019-10-04,ana_júlia@mail.com,6
2143,Murilo Porto,61259605541,2002-04-12,Bárbara da Cunha Peixoto,352544,2023-01-09,murilo_porto@mail.com,1
2144,Vitor Hugo Lopes,60113023401,1986-11-26,Lara Costela Moreira,887397,2022-09-09,vitor_hugo@mail.com,4
2145,Emanuelly Barbosa,5744595337,1999-08-24,João Lucas da Rocha Costela,108110,2021-06-10,emanuelly_barbosa@mail.com,3
2146,Diogo Teixeira,99956071846,1996-08-05,Bruno Nunes Peixoto,689188,2019-07-05,diogo_teixeira@mail.com,4
2147,Luiza Moraes,62950018767,1986-11-22,Gustavo Porto Cunha,685474,2022-12-10,luiza_moraes@mail.com,4
2148,Ana Julia Fogaça,11422081224,1994-01-04,Rodrigo Azevedo Rodrigues,453256,2021-02-14,ana_julia@mail.com,2
2149,Raul Fogaça,74444319661,1989-03-10,Anthony Campos Cunha,14888,2020-07-05,raul_fogaça@mail.com,2
2150,Luiz Otávio Castro,17314618657,1996-11-29,Sophia Azevedo Alves,18209,2019-04-08,luiz_otávio@mail.com,4
2151,Luiz Gustavo Novaes,85583859766,1998-01-14,Gabriela Gomes Barbosa,583577,2021-07-08,luiz_gustavo@mail.com,3
2152,Beatriz Duarte,98830108949,1988-06-26,Bruna Moreira Silveira,12330,2020-09-23,beatriz_duarte@mail.com,3
2153,Nicole da Mota,2463819175,1993-11-02,Eduarda da Cruz Costela,267078,2021-08-05,nicole_da@mail.com,4
2154,Eloah Mendes,52839739115,1994-03-04,Gustavo Rocha Costela,297979,2019-06-30,eloah_mendes@mail.com,1
2155,Maria Fernanda da Mata,53558761734,1991-06-26,Maria Fernanda Lima Silva,994468,2020-04-27,maria_fernanda@mail.com,1
2156,Pedro Lucas Vieira,5963120314,1997-10-14,Pedro das Neves Campos,213545,2020-12-06,pedro_lucas@mail.com,4
2157,Anthony Alves,93180553656,2000-08-06,Catarina Silva Melo,381389,2023-06-13,anthony_alves@mail.com,3
2158,Daniel Alves,95650140112,2000-01-07,Clarice Ribeiro Santos,772189,2022-01-30,daniel_alves@mail.com,2
2159,Alícia Castro,44560895411,1983-11-17,Maria Alice Rocha da Rocha,561707,2019-04-28,alícia_castro@mail.com,4
2160,Emanuella Cavalcanti,57657849561,1992-07-10,Marcelo Barros Monteiro,239136,2020-04-27,emanuella_cavalcanti@mail.com,4
2161,Maria Luiza Porto,45987419674,2005-03-10,Lucas Gabriel Viana Novaes,905063,2020-05-08,maria_luiza@mail.com,1
2162,Samuel das Neves,74137955651,1986-10-29,Bárbara Nunes Pires,360045,2023-09-11,samuel_das@mail.com,2
2163,Mirella Gomes,65253023381,1986-09-22,Ana Vitória Alves da Mota,755145,2021-04-27,mirella_gomes@mail.com,4
2164,Luiz Fernando da Mota,35569377850,1984-04-24,Camila da Mota Pires,797986,2022-08-08,luiz_fernando@mail.com,6
2165,Bernardo Araújo,11475327679,2000-10-29,Heloísa Nunes Ribeiro,111189,2022-04-10,bernardo_araújo@mail.com,5
2166,Lavínia Carvalho,93653802720,1985-02-21,Gustavo Henrique Barbosa da Paz,1976,2021-10-02,lavínia_carvalho@mail.com,1
2167,Carlos Eduardo da Rosa,46872445676,1985-08-03,Alice Pires Costa,49534,2020-07-09,carlos_eduardo@mail.com,3
2168,Júlia Costa,72419501466,2005-04-07,Marina Fernandes Nunes,437061,2022-09-29,júlia_costa@mail.com,5
2169,Marina Costa,16732415823,1989-11-07,Olivia Moura Azevedo,701758,2021-09-18,marina_costa@mail.com,5
2170,Davi Costela,16157939100,2005-09-10,Davi da Mata da Mota,880303,2020-04-03,davi_costela@mail.com,1
2171,Vitor Gabriel da Mata,9633444276,1997-02-22,Renan Rocha Souza,494057,2020-07-14,vitor_gabriel@mail.com,2
2172,Enzo Gabriel da Mata,48005309974,1993-02-23,Gustavo da Luz da Paz,35037,2020-08-23,enzo_gabriel@mail.com,3
2173,Luiz Fernando Gonçalves,17458866699,2004-10-18,Luiza Fogaça Rezende,828702,2020-02-14,luiz_fernando@mail.com,2
2174,Bianca Cardoso,323890137,1987-04-13,Breno Viana das Neves,969193,2023-05-05,bianca_cardoso@mail.com,6
2175,Luiza Ramos,3105721420,1990-09-04,Paulo Barros Pinto,757108,2020-02-29,luiza_ramos@mail.com,1
2176,Marcos Vinicius Pereira,85508123467,1994-09-18,Heitor Nascimento da Conceição,468219,2020-12-29,marcos_vinicius@mail.com,5
2177,Maria Vitória Martins,17482160906,2003-10-25,Laís Moura Dias,657810,2018-12-15,maria_vitória@mail.com,3
2178,Luiz Gustavo da Cruz,88402259217,1999-12-27,Agatha Lima Lima,452624,2020-01-27,luiz_gustavo@mail.com,2
2179,Stella Cardoso,64291836833,1992-07-28,Danilo Fogaça Teixeira,25672,2019-01-16,stella_cardoso@mail.com,4
2180,Marcos Vinicius Caldeira,15740789182,2001-09-02,Bruna Rodrigues Pires,258305,2020-01-14,marcos_vinicius@mail.com,6
2181,Vitor Hugo Nogueira,15515849323,2003-12-09,Luana Gonçalves Mendes,947117,2021-09-20,vitor_hugo@mail.com,4
2182,Raul Caldeira,94730513430,1995-12-29,Isabel Freitas Costa,753183,2022-05-17,raul_caldeira@mail.com,5
2183,Luiz Henrique Ferreira,26365579904,1997-07-16,Clara Teixeira Dias,719243,2023-09-27,luiz_henrique@mail.com,5
2184,João Gabriel Pires,12569487799,1992-10-26,Vitor Hugo Silva Almeida,278222,2019-10-18,joão_gabriel@mail.com,2
2185,Daniel Rodrigues,9386972338,1988-07-10,Evelyn Souza Souza,795540,2020-10-10,daniel_rodrigues@mail.com,6
2186,João Novaes,393358576,1996-06-04,Mariane Caldeira da Mota,384123,2020-08-31,joão_novaes@mail.com,5
2187,João Gabriel Rodrigues,33009404934,1988-11-17,Isaac Aragão Pires,232888,2018-12-21,joão_gabriel@mail.com,4
2188,Enrico da Conceição,5197851203,2000-07-02,Júlia Nogueira Gomes,20388,2020-11-17,enrico_da@mail.com,3
2189,Evelyn Pinto,11669336733,1995-04-20,Nathan Souza Campos,33045,2019-01-29,evelyn_pinto@mail.com,3
2190,Leandro Cavalcanti,44611399899,1991-01-30,Bruna Moraes Moraes,686679,2020-09-16,leandro_cavalcanti@mail.com,3
2191,Ana Luiza Ferreira,71405771499,1986-11-04,Francisco Melo Dias,848293,2020-08-23,ana_luiza@mail.com,4
2192,Emanuel Azevedo,65251885859,1998-11-07,Júlia Campos da Mata,732183,2020-12-25,emanuel_azevedo@mail.com,4
2193,Danilo Cardoso,29281158299,2000-05-21,Sarah Monteiro Martins,480334,2022-04-16,danilo_cardoso@mail.com,2
2194,Isabella Fernandes,83731677559,2003-08-25,Guilherme Martins Araújo,667594,2022-12-04,isabella_fernandes@mail.com,3
2195,Sophie Porto,24508260145,1986-02-28,Benício da Mota Barros,198494,2022-08-31,sophie_porto@mail.com,1
2196,Arthur Sales,40669949237,1984-01-01,Fernanda Rezende da Paz,294425,2019-05-29,arthur_sales@mail.com,5
2197,Heitor Almeida,93336359844,1996-02-11,Nicole Ribeiro Oliveira,91906,2020-01-16,heitor_almeida@mail.com,3
2198,Breno Nogueira,7992500062,1991-08-18,Caio da Luz Ribeiro,377113,2022-07-24,breno_nogueira@mail.com,6
2199,Luiz Otávio da Costa,23375429639,1998-10-21,Elisa Ribeiro Caldeira,162527,2022-09-21,luiz_otávio@mail.com,2
2200,Mariana Melo,2180058372,1989-09-21,João Vitor Farias Cunha,503186,2022-01-25,mariana_melo@mail.com,2
2201,Yuri Almeida,21816536775,1995-12-16,Vitória Correia Mendes,289669,2018-12-31,yuri_almeida@mail.com,6
2202,Eduarda Rodrigues,29953919503,1997-09-22,Clara da Rocha Nunes,793696,2022-08-27,eduarda_rodrigues@mail.com,2
2203,Bárbara Pinto,18310569144,1995-06-24,Kaique Barbosa da Paz,696092,2022-07-24,bárbara_pinto@mail.com,3
2204,Alexia Campos,76786184026,1996-11-13,Mariane Costela Silva,161315,2020-02-29,alexia_campos@mail.com,2
2205,Evelyn das Neves,95302513616,1991-05-24,Ryan Souza Pereira,776371,2023-01-18,evelyn_das@mail.com,2
2206,Alexandre Nogueira,95021900731,1990-11-11,Bianca Fogaça das Neves,89114,2021-11-25,alexandre_nogueira@mail.com,3
2207,Maria Sophia Rocha,11861267417,2000-09-02,Lorena Nogueira Aragão,148305,2021-08-17,maria_sophia@mail.com,5
2208,Felipe Teixeira,22283142955,1990-07-04,Nathan Santos Souza,563522,2020-12-17,felipe_teixeira@mail.com,1
2209,Theo Melo,46594452232,1992-07-12,Eloah Duarte Duarte,127333,2019-06-09,theo_melo@mail.com,1
2210,Maria Julia Jesus,22452867299,1990-04-15,Yuri Cunha Vieira,257688,2020-06-17,maria_julia@mail.com,3
2211,Alana Caldeira,87594431940,1994-03-26,Maria Luiza Correia Pires,210566,2021-04-08,alana_caldeira@mail.com,1
2212,Lorena Carvalho,80900177510,2002-05-16,Nicole Lopes Almeida,62025,2022-01-11,lorena_carvalho@mail.com,4
2213,Thomas Teixeira,82878779150,2002-08-07,Ana Julia Barbosa Gonçalves,638676,2020-10-02,thomas_teixeira@mail.com,6
2214,Rodrigo Cardoso,70490214388,2004-06-15,Maysa Rezende Campos,310311,2019-06-17,rodrigo_cardoso@mail.com,2
2215,Ana Gonçalves,41406040155,1986-04-18,Emilly Silva Silveira,252723,2019-07-30,ana_gonçalves@mail.com,3
2216,Lívia da Paz,56771986801,2004-10-14,Antônio Nogueira Monteiro,828049,2020-06-02,lívia_da@mail.com,1
2217,João Gabriel Vieira,69753578978,1985-10-31,Danilo Dias Cardoso,983696,2020-11-10,joão_gabriel@mail.com,6
2218,Bruno Nogueira,85929337956,1984-08-18,Isis Costa Freitas,551199,2023-12-04,bruno_nogueira@mail.com,3
2219,Maria Alice da Mota,37295481779,1984-10-29,Igor Oliveira Porto,57437,2023-07-21,maria_alice@mail.com,3
